shardborne :1
shape :1
shark :1
share :1
shares :1
she :19
shift :2
shell :2
shed :1
sheathe :1
shield :1
shoal :1
should :41
shot :1
short :1
shoughs :1
show :18
shouldst :1
sister :2
sieve :1
shut :3
shriekd :1
shows :1
shrieks :1
sides :3
sickly :2
sicken :2
sick :2
siege :1
sir :29
sinels :1
silenced :1
sight :9
sighs :1
sigh :1
signs :1
sightless :2
sights :2
sightswhere :1
sign :1
signifying :1
sin :2
silver :1
silent :1
silverd :1
since :6
single :3
sing :1
sinful :1
sinks :2
sirrah :2
sisters :7
sit :7
sits :2
soldier :6
smiling :2
slave :3
skipping :1
skinny :1
skin :1
siwards :1
sky :1
skirr :1
slain :4
slab :1
slaughterd :1
slaughter :1
slaughterous :1
smack :1
sleep :26
sleek :1
slaves :1
slow :2
slept :2
sleepy :2
sleeping :2
sleepers :1
sleeps :1
sleeve :1
sleights :1
slippd :1
slips :1
slope :1
slumbery :1
smells :1
smear :1
smacking :1
smell :1
smiles :2
smile :2
smoked :1
smoke :1
so :96
smotherd :1
snores :1
snake :2
snares :1
snow :1
society :2
sold :1
soldiers :11
soliciting :1
solely :1
sole :1
soldiership :1
solemn :1
sometime :3
some :17
solicits :1
something :4
song :2
the :733
that :228
sun :4
state :7
spent :2
sooner :2
soon :3
sparrows :1
sooth :2
sound :5
sorrow :8
sore :2
sorriest :1
sorely :1
sorts :1
sorry :2
sorrows :1
soul :4
sought :1
souls :4
sovereign :2
soundly :1
sounded :1
south :1
source :1
sovereignty :2
spaniels :1
sows :1
space :1
spacious :1
speak :30
speakers :1
speaker :1
speed :1
speeches :3
speaks :2
speaking :1
speculation :1
special :1
speakst :3
speech :4
speculative :1
spend :4
spells :1
spring :2
spirit :3
spoke :4
spirits :5
spite :2
spoils :1
spiteful :1
spongy :1
spoken :3
spot :2
start :4
stands :5
spur :2
sprites :3
stage :3
stabs :1
spy :1
spurs :1
spurn :1
stabbing :1
stableness :1
staff :1
stand :11
stalls :1
stake :1
stanchless :1
stamp :1
stars :2
stared :1
starts :1
starting :1
stood :4
steel :2
stay :5
station :2
statute :1
staves :1
stayd :1
stealthy :1
stealing :1
stays :1
stead :1
steals :1
stir :2
step :1
steepd :1
still :19
stickingplace :1
steps :1
steppd :1
sternst :1
stick :1
sticking :1
sticks :1
sting :1
stones :2
stirring :2
stole :1
stoln :1
stone :1
storms :1
stop :2
stool :1
stools :1
stoppd :2
storehouse :1
strokes :2
strange :16
stout :1
story :2
straight :2
striding :1
strides :1
strength :3
strangles :1
strangely :1
strangers :2
strangelyvisited :1
streams :1
streaks :1
stretch :1
strike :5
stroke :1
such :24
success :4
studied :1
strong :5
stuck :1
struck :2
strongly :2
struts :1
substances :1
subject :2
stuff :2
stuffd :1
subornd :1
succeeding :2
subtle :1
succeed :1
suggestion :1
suck :1
suffer :3
sudden :1
suffering :1
summer :1
suits :1
summons :3
summers :1
summerseeming :1
swimmers :1
swarm :1
supplied :1
supernatural :1
sundry :3
suppd :2
supper :2
suppertime :1
surveying :1
supplies :1
surgeons :1
surcease :1
sure :5
surfeited :1
surmise :1
surgery :1
surprise :1
surprised :1
suspicion :1
swallow :1
swells :1
swelling :1
sway :2
sweetly :1
sweat :1
swear :2
swears :1
swearers :2
sweeter :1
sweep :1
sweaten :1
sweet :4
sweeten :1
sweno :1
swelterd :1
swiftest :1
swift :4
tell :10
swine :1
tail :1
sworn :1
swinish :1
sword :13
swoln :1
swoop :1
swords :2
t :5
syllable :2
table :2
tables :2
takes :5
take :17
tailor :2
taints :1
taint :1
teach :2
taught :1
takingoff :1
taket :1
tarquins :1
talkst :1
talk :1
tale :1
taper :1
tartars :1
tarrying :1
taste :1
tears :2
tear :2
teeth :1
tedious :1
teems :1
thane :25
terrible :5
ten :5
tempesttost :1
temperate :1
temper :1
tells :1
temperance :1
templehaunting :1
temple :1
tending :1
tend :1
tender :2
terms :1
than :29
thanks :9
thank :4
thanes :6
thats :9
to :383
three :14
third :25
there :40
their :61
thee :61
theft :1
then :36
them :50
theirs :2
themei :1
themselves :6
thence :6
these :22
theres :13
therefore :3
thereby :1
therein :1
therewithal :1
thereto :1
they :71
thesewith :1
things :23
thine :10
thick :5
thickens :1
thief :1
thing :7
think :13
thinkst :1
this :103
thirst :1
thirtyone :1
thou :90
thither :5
those :24
thousand :4
thourt :2
though :17
thoudst :1
thought :14
thouldst :2
thoughts :10
thoult :1
threat :1
thralls :1
thousands :1
threaten :1
thunder :9
through :6
thrice :5
threescore :1
throne :4
throat :3
thriftless :1
throbs :1
thumb :1
throw :7
thrusts :1
thumbs :1
till :20
thunders :1
thy :52
thus :12
thusour :1
tiger :2
thyself :5
tidings :2
tie :1
tied :1
tigers :1
title :5
times :4
time :44
timely :2
tis :37
titles :1
young :14
witches :9
witch :55
when :40
we :86
upon :60
two :11
together :6
toe :2
today :1
toad :1
too :25
told :2
toil :3
tongue :9
tomorrow :8
tonight :10
tongues :2
trust :4
traitor :5
toward :5
topfull :1
took :2
tooth :2
top :2
torches :2
torch :3
topple :1
torture :1
touch :3
tot :2
touchd :1
towards :4
toys :1
towering :1
trade :2
trace :1
traffic :1
trains :1
true :8
treasons :2
transported :1
trammel :1
traitors :3
transport :1
treason :3
travelling :1
traveller :1
transpose :1
treachery :2
treacherous :1
tread :1
treasonous :1
trifles :1
trifle :1
trenched :1
tremble :1
trees :2
treasure :1
tree :3
treble :1
treatise :1
trembling :1
trifled :1
trouble :7
troops :1
troubled :2
troubles :2
trumpettongued :1
trumpet :1
truest :1
truly :2
trumpets :1
truth :8
trusted :2
tune :2
truths :2
tuesday :1
try :1
tuggd :1
tumble :1
turn :3
turk :1
twere :4
twelve :1
turning :1
turnd :1
twas :1
twain :1
turns :1
twenty :3
twice :1
twixt :1
unseamd :1
understand :1
under :7
unaccompanied :1
twould :1
twofold :1
tyrants :6
tyrant :9
tyranny :3
ulcerous :1
undaunted :1
unbend :1
unattended :1
unbecoming :1
unbatterd :1
uncle :2
undeeded :1
unfix :2
undone :2
undert :1
understood :1
undivulged :1
underwrit :1
unfelt :1
undoneto :1
unmake :1
unguarded :1
unfold :1
unfortunate :1
unlineal :1
unkindness :1
unjust :1
universal :1
unity :1
unknown :2
unless :1
unlock :1
unprepared :1
unmannerly :1
unmannd :1
unnatural :3
unprovokes :1
unruly :1
unreal :1
unrough :1
unsafe :1
unsanctified :1
up :26
unto :3
unsex :1
untie :1
unspeak :1
unshrinking :1
unsure :1
until :1
untimely :2
untitled :1
unusual :1
unwiped :1
unwelcome :1
uplifted :1
upbraid :1
villanies :1
valours :1
valiant :3
us :55
urine :1
upont :2
upward :1
uproar :1
use :6
used :2
v :11
utterance :1
using :1
usually :1
usurpers :1
valour :4
vantage :3
vanish :3
valued :1
vanishd :1
vanished :1
vanishes :2
vanquishd :1
victory :1
very :11
venture :1
vaulting :1
vault :1
vaporous :1
venom :2
verities :1
verity :1
vi :3
vessel :1
vessels :1
vices :1
vice :1
viewing :1
vii :2
vile :1
viii :1
villain :4
way :18
water :4
was :45
wanton :1
visitings :1
virtues :1
violent :4
virtue :1
vision :1
virtuous :1
wait :3
voice :2
vizards :1
volume :1
voices :1
wail :2
vouchd :1
voluptuousness :1
wade :1
vulture :1
vulnerable :1
wakes :1
wake :3
waitinggentlewoman :1
walk :4
walkd :1
want :1
walked :2
walking :2
walls :1
warder :1
war :4
wants :2
warrant :1
warlike :3
warders :1
warranted :1
wast :4
wassail :1
wash :3
washing :1
watch :3
wasteful :1
watchers :1
watched :1
watching :1
watchful :1
waterrugs :1
waves :1
ways :3
wayward :1
what :105
western :1
weak :2
were :39
well :43
weary :2
wear :5
weal :2
wealth :1
weapons :1
wears :1
weird :6
weighd :2
weep :2
weeds :1
weeps :1
weighty :1
weighs :1
welcome :11
weld :1
went :4
weret :1
west :1
whats :11
whateer :1
whatever :1
will :73
where :35
whence :6
who :42
which :80
whether :3
wherever :1
wheres :1
wherein :1
whereabout :1
wherefore :3
whereby :1
whereon :1
whereto :1
wherewith :1
whetstone :1
wheyface :1
whither :3
whiles :3
while :8
white :1
whilst :1
whined :1
whispers :1
whisperings :1
whore :1
whom :11
whole :4
whoever :1
wholesome :1
wife :13
why :32
whos :7
whose :14
wicked :2
widows :1
wild :3
wind :4
win :4
wilt :3
willing :1
wing :3
wine :3
winds :1
wink :1
wishest :1
wise :2
wisdom :8
winters :1
wiped :1
wish :3
wisely :1
wit :2
witchcraft :1
won :2
with :153
within :27
witherd :2
withal :5
without :14
women :5
womans :3
wolf :2
witness :2
woeful :1
woe :2
wives :1
witnessd :1
woman :10
womanly :1
womb :1
worthy :17
words :10
wonders :1
wonder :2
word :6
wooingly :1
wood :12
wool :1
worthiest :1
worn :1
work :3
world :5
workwe :1
worlds :1
worm :1
worms :1
worth :4
worst :5
worse :4
yes :2
wounds :3
would :47
wound :2
wouldst :6
wreckd :1
wreck :1
wrathful :1
wrath :1
wrack :1
ye :3
wrought :4
wrongly :1
wrenchd :1
wren :1
writes :1
wretched :2
write :1
written :1
wrongs :1
yawning :1
yelld :1
yellow :1
yet :56
yesterday :1
yesty :1
yesterdays :1
you :203
yield :4
yew :1
yoke :1
youll :3
yould :1
your :121
yourself :2
yours :3
yourselves :3
youth :1
youths :1
